ticker,as_of,open,high,low,close,volume,synthetic,source_id
SIM_0003,2026-01-05T15:30:00+00:00,413.8753,419.4697,413.5579,419.1483,545033.0,True,synthetic:ohlcv:SIM_0003:18
SIM_0004,2026-01-05T15:30:00+00:00,133.7482,134.0041,132.5747,132.8287,299260.0,True,synthetic:ohlcv:SIM_0004:19
SIM_0005,2026-01-05T15:30:00+00:00,384.9534,385.8617,384.1091,385.0172,207821.0,True,synthetic:ohlcv:SIM_0005:20
SIM_0006,2026-01-05T15:30:00+00:00,158.523,158.6108,158.4383,158.5261,138400.0,True,synthetic:ohlcv:SIM_0006:21
SIM_0007,2026-01-05T15:30:00+00:00,201.7786,202.559,199.2946,200.0683,653736.0,True,synthetic:ohlcv:SIM_0007:22
SIM_0008,2026-01-05T15:30:00+00:00,504.614,513.5679,503.8636,512.8053,586549.0,True,synthetic:ohlcv:SIM_0008:23
SIM_0001,2026-01-05T16:00:00+00:00,117.5849,117.837,116.2247,116.4744,268752.0,True,synthetic:ohlcv:SIM_0001:24
SIM_0002,2026-01-05T16:00:00+00:00,210.5039,210.6191,208.5876,208.7018,456634.0,True,synthetic:ohlcv:SIM_0002:25
SIM_0003,2026-01-05T16:00:00+00:00,419.1483,424.9718,418.7575,424.5759,601550.0,True,synthetic:ohlcv:SIM_0003:26
SIM_0004,2026-01-05T16:00:00+00:00,132.8287,134.9399,132.57,134.6775,799396.0,True,synthetic:ohlcv:SIM_0004:27
SIM_0005,2026-01-05T16:00:00+00:00,385.0172,388.2703,383.9039,387.1508,338844.0,True,synthetic:ohlcv:SIM_0005:28
SIM_0006,2026-01-05T16:00:00+00:00,158.5261,158.8567,158.3223,158.6528,191671.0,True,synthetic:ohlcv:SIM_0006:29
SIM_0007,2026-01-05T16:00:00+00:00,200.0683,200.5711,199.944,200.4466,234530.0,True,synthetic:ohlcv:SIM_0007:30
SIM_0008,2026-01-05T16:00:00+00:00,512.8053,527.16,512.266,526.6062,1534073.0,True,synthetic:ohlcv:SIM_0008:31
SIM_0001,2026-01-05T16:30:00+00:00,116.4744,116.8649,116.1818,116.5721,107740.0,True,synthetic:ohlcv:SIM_0001:32
SIM_0002,2026-01-05T16:30:00+00:00,208.7018,209.0048,208.5263,208.8292,144024.0,True,synthetic:ohlcv:SIM_0002:33
SIM_0003,2026-01-05T16:30:00+00:00,424.5759,426.1161,423.5769,425.1158,126653.0,True,synthetic:ohlcv:SIM_0003:34
SIM_0004,2026-01-05T16:30:00+00:00,134.6775,135.7721,134.3352,135.4278,334212.0,True,synthetic:ohlcv:SIM_0004:35
SIM_0005,2026-01-05T16:30:00+00:00,387.1508,388.1755,385.883,386.9071,116989.0,True,synthetic:ohlcv:SIM_0005:36
SIM_0006,2026-01-05T16:30:00+00:00,158.6528,159.0041,158.2919,158.6431,149313.0,True,synthetic:ohlcv:SIM_0006:37
SIM_0007,2026-01-05T16:30:00+00:00,200.4466,202.3579,199.9397,201.8475,384658.0,True,synthetic:ohlcv:SIM_0007:38
SIM_0008,2026-01-05T16:30:00+00:00,526.6062,528.1979,504.7571,506.2875,7016095.0,True,synthetic:ohlcv:SIM_0008:39
SIM_0001,2026-01-05T17:00:00+00:00,116.5721,116.8815,113.0823,113.3832,756873.0,True,synthetic:ohlcv:SIM_0001:40
SIM_0002,2026-01-05T17:00:00+00:00,208.8292,209.637,208.6014,209.4085,234798.0,True,synthetic:ohlcv:SIM_0002:41
SIM_0003,2026-01-05T17:00:00+00:00,425.1158,427.1232,424.4068,426.412,179661.0,True,synthetic:ohlcv:SIM_0003:42
SIM_0004,2026-01-05T17:00:00+00:00,135.4278,136.5646,135.2649,136.4004,341720.0,True,synthetic:ohlcv:SIM_0004:43
SIM_0005,2026-01-05T17:00:00+00:00,386.9071,387.7794,385.8188,386.6906,130772.0,True,synthetic:ohlcv:SIM_0005:44
SIM_0006,2026-01-05T17:00:00+00:00,158.6431,158.9152,158.3681,158.6402,213848.0,True,synthetic:ohlcv:SIM_0006:45
SIM_0007,2026-01-05T17:00:00+00:00,201.8475,202.0116,200.3313,200.4944,516221.0,True,synthetic:ohlcv:SIM_0007:46
SIM_0008,2026-01-05T17:00:00+00:00,506.2875,508.9669,505.0586,507.7345,223812.0,True,synthetic:ohlcv:SIM_0008:47
SIM_0001,2026-01-05T17:30:00+00:00,113.3832,113.6574,112.4533,112.7259,384327.0,True,synthetic:ohlcv:SIM_0001:48
SIM_0002,2026-01-05T17:30:00+00:00,209.4085,210.7895,208.681,210.0596,209703.0,True,synthetic:ohlcv:SIM_0002:49
SIM_0003,2026-01-05T17:30:00+00:00,426.412,426.6741,417.3729,417.6296,1115156.0,True,synthetic:ohlcv:SIM_0003:50
SIM_0004,2026-01-05T17:30:00+00:00,136.4004,136.8397,136.2032,136.6421,245367.0,True,synthetic:ohlcv:SIM_0004:51
SIM_0005,2026-01-05T17:30:00+00:00,386.6906,387.6302,385.7247,386.6642,192253.0,True,synthetic:ohlcv:SIM_0005:52
SIM_0006,2026-01-05T17:30:00+00:00,158.6402,161.2068,158.5361,161.1011,905165.0,True,synthetic:ohlcv:SIM_0006:53
SIM_0007,2026-01-05T17:30:00+00:00,200.4944,201.1266,200.454,201.0861,373138.0,True,synthetic:ohlcv:SIM_0007:54
SIM_0008,2026-01-05T17:30:00+00:00,507.7345,508.474,503.912,504.6471,478787.0,True,synthetic:ohlcv:SIM_0008:55
SIM_0001,2026-01-05T18:00:00+00:00,112.7259,113.2117,112.5624,113.0477,196636.0,True,synthetic:ohlcv:SIM_0001:56
SIM_0002,2026-01-05T18:00:00+00:00,210.0596,211.5585,209.4019,210.8982,249460.0,True,synthetic:ohlcv:SIM_0002:57
SIM_0003,2026-01-05T18:00:00+00:00,417.6296,422.5868,417.0529,422.0039,525504.0,True,synthetic:ohlcv:SIM_0003:58
SIM_0004,2026-01-05T18:00:00+00:00,136.6421,137.0402,135.4245,135.8202,402137.0,True,synthetic:ohlcv:SIM_0004:59
SIM_0005,2026-01-05T18:00:00+00:00,386.6642,387.4915,385.7414,386.5684,181365.0,True,synthetic:ohlcv:SIM_0005:60
SIM_0006,2026-01-05T18:00:00+00:00,161.1011,161.8177,160.8155,161.5313,292489.0,True,synthetic:ohlcv:SIM_0006:61
SIM_0007,2026-01-05T18:00:00+00:00,201.0861,202.6047,200.6285,202.1446,284815.0,True,synthetic:ohlcv:SIM_0007:62
SIM_0008,2026-01-05T18:00:00+00:00,504.6471,505.7685,492.0359,493.1317,1258936.0,True,synthetic:ohlcv:SIM_0008:63
SIM_0001,2026-01-05T18:30:00+00:00,113.0477,113.1945,111.5843,111.7293,347337.0,True,synthetic:ohlcv:SIM_0001:64
SIM_0002,2026-01-05T18:30:00+00:00,210.8982,212.0086,210.5071,211.6162,194660.0,True,synthetic:ohlcv:SIM_0002:65
SIM_0003,2026-01-05T18:30:00+00:00,422.0039,423.323,417.111,418.4188,328174.0,True,synthetic:ohlcv:SIM_0003:66
SIM_0004,2026-01-05T18:30:00+00:00,135.8202,139.6871,135.6587,139.5212,980976.0,True,synthetic:ohlcv:SIM_0004:67
SIM_0005,2026-01-05T18:30:00+00:00,386.5684,387.5998,383.508,384.5339,210272.0,True,synthetic:ohlcv:SIM_0005:68
SIM_0006,2026-01-05T18:30:00+00:00,161.5313,161.9695,160.8126,161.2501,162952.0,True,synthetic:ohlcv:SIM_0006:69
SIM_0007,2026-01-05T18:30:00+00:00,202.1446,203.1347,201.3598,202.3491,213992.0,True,synthetic:ohlcv:SIM_0007:70
SIM_0008,2026-01-05T18:30:00+00:00,493.1317,500.5601,491.9315,499.3448,419023.0,True,synthetic:ohlcv:SIM_0008:71
SIM_0001,2026-01-05T19:00:00+00:00,111.7293,112.003,111.7115,111.9851,169595.0,True,synthetic:ohlcv:SIM_0001:72
SIM_0002,2026-01-05T19:00:00+00:00,211.6162,212.2289,210.6002,211.2116,119121.0,True,synthetic:ohlcv:SIM_0002:73
SIM_0003,2026-01-05T19:00:00+00:00,418.4188,420.5592,417.5929,419.7307,211864.0,True,synthetic:ohlcv:SIM_0003:74
SIM_0004,2026-01-05T19:00:00+00:00,139.5212,140.0679,139.2032,139.7495,163936.0,True,synthetic:ohlcv:SIM_0004:75
SIM_0005,2026-01-05T19:00:00+00:00,384.5339,385.0465,382.3316,382.8421,386386.0,True,synthetic:ohlcv:SIM_0005:76
SIM_0006,2026-01-05T19:00:00+00:00,161.2501,162.6172,160.9301,162.2952,495121.0,True,synthetic:ohlcv:SIM_0006:77
SIM_0007,2026-01-05T19:00:00+00:00,202.3491,203.3342,201.5404,202.5248,233694.0,True,synthetic:ohlcv:SIM_0007:78
SIM_0008,2026-01-05T19:00:00+00:00,499.3448,508.3904,497.5337,506.5532,738195.0,True,synthetic:ohlcv:SIM_0008:79
SIM_0001,2026-01-05T19:30:00+00:00,111.9851,112.1363,108.2792,108.4255,1530341.0,True,synthetic:ohlcv:SIM_0001:80
SIM_0002,2026-01-05T19:30:00+00:00,211.2116,213.0722,210.8564,212.7145,466622.0,True,synthetic:ohlcv:SIM_0002:81
SIM_0003,2026-01-05T19:30:00+00:00,419.7307,420.5538,403.7148,404.508,1078108.0,True,synthetic:ohlcv:SIM_0003:82
SIM_0004,2026-01-05T19:30:00+00:00,139.7495,140.856,139.3678,140.4724,353372.0,True,synthetic:ohlcv:SIM_0004:83
SIM_0005,2026-01-05T19:30:00+00:00,382.8421,383.6906,381.8068,382.6549,210961.0,True,synthetic:ohlcv:SIM_0005:84
SIM_0006,2026-01-05T19:30:00+00:00,162.2952,163.0705,162.1302,162.9048,204412.0,True,synthetic:ohlcv:SIM_0006:85
SIM_0007,2026-01-05T19:30:00+00:00,202.5248,202.6442,202.5059,202.6252,170562.0,True,synthetic:ohlcv:SIM_0007:86
SIM_0008,2026-01-05T19:30:00+00:00,506.5532,511.3302,505.7518,510.5225,311121.0,True,synthetic:ohlcv:SIM_0008:87
SIM_0001,2026-01-05T20:00:00+00:00,108.4255,108.6512,107.8471,108.0721,217794.0,True,synthetic:ohlcv:SIM_0001:88
SIM_0002,2026-01-05T20:00:00+00:00,212.7145,213.5714,212.2057,213.0618,135371.0,True,synthetic:ohlcv:SIM_0002:89
SIM_0003,2026-01-05T20:00:00+00:00,404.508,405.0636,392.8952,393.4355,864859.0,True,synthetic:ohlcv:SIM_0003:90
SIM_0004,2026-01-05T20:00:00+00:00,140.4724,143.4741,140.0998,143.0946,912383.0,True,synthetic:ohlcv:SIM_0004:91
SIM_0005,2026-01-05T20:00:00+00:00,382.6549,384.3753,381.5114,383.23,196051.0,True,synthetic:ohlcv:SIM_0005:92
SIM_0006,2026-01-05T20:00:00+00:00,162.9048,163.7791,162.6406,163.5139,365286.0,True,synthetic:ohlcv:SIM_0006:93
SIM_0007,2026-01-05T20:00:00+00:00,202.6252,203.8892,202.3968,203.6596,322772.0,True,synthetic:ohlcv:SIM_0007:94
SIM_0008,2026-01-05T20:00:00+00:00,510.5225,511.1904,507.7864,508.4517,204000.0,True,synthetic:ohlcv:SIM_0008:95
SIM_0001,2026-01-05T20:30:00+00:00,108.0721,109.1604,108.0071,109.0948,411128.0,True,synthetic:ohlcv:SIM_0001:96
SIM_0002,2026-01-05T20:30:00+00:00,213.0618,214.063,212.4299,213.4301,153436.0,True,synthetic:ohlcv:SIM_0002:97
SIM_0003,2026-01-05T20:30:00+00:00,393.4355,394.4243,388.9232,389.9031,381300.0,True,synthetic:ohlcv:SIM_0003:98
SIM_0004,2026-01-05T20:30:00+00:00,143.0946,144.7432,142.6113,144.256,381651.0,True,synthetic:ohlcv:SIM_0004:99
SIM_0005,2026-01-05T20:30:00+00:00,383.23,384.5681,380.4982,381.8314,2137007.0,True,synthetic:ohlcv:SIM_0005:100
SIM_0006,2026-01-05T20:30:00+00:00,163.5139,163.7594,162.6704,162.9151,257392.0,True,synthetic:ohlcv:SIM_0006:101
SIM_0007,2026-01-05T20:30:00+00:00,203.6596,204.1275,202.6193,203.0859,348164.0,True,synthetic:ohlcv:SIM_0007:102
SIM_0008,2026-01-05T20:30:00+00:00,508.4517,511.253,508.3385,511.1393,413366.0,True,synthetic:ohlcv:SIM_0008:103
SIM_0001,2026-01-06T14:30:00+00:00,109.0948,109.1431,107.0427,107.0901,902732.0,True,synthetic:ohlcv:SIM_0001:104
SIM_0002,2026-01-06T14:30:00+00:00,213.4301,213.6949,212.4312,212.6951,290951.0,True,synthetic:ohlcv:SIM_0002:105
SIM_0003,2026-01-06T14:30:00+00:00,389.9031,391.7059,389.5593,391.3609,252074.0,True,synthetic:ohlcv:SIM_0003:106
SIM_0004,2026-01-06T14:30:00+00:00,144.256,145.8662,143.8615,145.4684,281426.0,True,synthetic:ohlcv:SIM_0004:107
SIM_0005,2026-01-06T14:30:00+00:00,381.8314,382.792,378.7489,379.7041,431386.0,True,synthetic:ohlcv:SIM_0005:108
SIM_0006,2026-01-06T14:30:00+00:00,162.9151,163.1564,159.5254,159.7621,4106182.0,True,synthetic:ohlcv:SIM_0006:109
SIM_0007,2026-01-06T14:30:00+00:00,203.0859,203.4354,202.4125,202.7615,168629.0,True,synthetic:ohlcv:SIM_0007:110
SIM_0008,2026-01-06T14:30:00+00:00,511.1393,513.0958,510.3991,512.3539,253080.0,True,synthetic:ohlcv:SIM_0008:111
SIM_0001,2026-01-06T15:00:00+00:00,107.0901,109.8247,106.7147,109.441,591087.0,True,synthetic:ohlcv:SIM_0001:112
SIM_0002,2026-01-06T15:00:00+00:00,212.6951,213.4867,212.0611,212.8522,107392.0,True,synthetic:ohlcv:SIM_0002:113
SIM_0003,2026-01-06T15:00:00+00:00,391.3609,399.8865,390.2682,398.7732,811731.0,True,synthetic:ohlcv:SIM_0003:114
SIM_0004,2026-01-06T15:00:00+00:00,145.4684,149.1471,145.1993,148.8716,660656.0,True,synthetic:ohlcv:SIM_0004:115
SIM_0005,2026-01-06T15:00:00+00:00,379.7041,385.7168,378.9242,384.9261,389733.0,True,synthetic:ohlcv:SIM_0005:116
SIM_0006,2026-01-06T15:00:00+00:00,159.7621,161.2479,159.6846,161.1697,640505.0,True,synthetic:ohlcv:SIM_0006:117
SIM_0007,2026-01-06T15:00:00+00:00,202.7615,203.5692,201.6345,202.4409,164071.0,True,synthetic:ohlcv:SIM_0007:118
SIM_0008,2026-01-06T15:00:00+00:00,512.3539,514.2485,506.5798,508.46,568742.0,True,synthetic:ohlcv:SIM_0008:119
SIM_0001,2026-01-06T15:30:00+00:00,109.441,110.793,109.2464,110.5963,383830.0,True,synthetic:ohlcv:SIM_0001:120
SIM_0002,2026-01-06T15:30:00+00:00,212.8522,214.0512,212.5535,213.7511,213032.0,True,synthetic:ohlcv:SIM_0002:121
SIM_0003,2026-01-06T15:30:00+00:00,398.7732,405.7798,397.9484,404.9422,616980.0,True,synthetic:ohlcv:SIM_0003:122
SIM_0004,2026-01-06T15:30:00+00:00,148.8716,149.4266,148.6644,149.2189,221552.0,True,synthetic:ohlcv:SIM_0004:123
SIM_0005,2026-01-06T15:30:00+00:00,384.9261,386.0951,382.5374,383.7026,354616.0,True,synthetic:ohlcv:SIM_0005:124
SIM_0006,2026-01-06T15:30:00+00:00,161.1697,162.631,160.6192,162.0773,346308.0,True,synthetic:ohlcv:SIM_0006:125
SIM_0007,2026-01-06T15:30:00+00:00,202.4409,202.9189,200.794,201.2693,488278.0,True,synthetic:ohlcv:SIM_0007:126
SIM_0008,2026-01-06T15:30:00+00:00,508.46,515.2499,506.9184,513.6924,743014.0,True,synthetic:ohlcv:SIM_0008:127
SIM_0001,2026-01-06T16:00:00+00:00,110.5963,110.727,110.3586,110.4891,553904.0,True,synthetic:ohlcv:SIM_0001:128
SIM_0002,2026-01-06T16:00:00+00:00,213.7511,216.9032,213.231,216.3766,652003.0,True,synthetic:ohlcv:SIM_0002:129
SIM_0003,2026-01-06T16:00:00+00:00,404.9422,405.2078,396.6452,396.9055,905905.0,True,synthetic:ohlcv:SIM_0003:130
SIM_0004,2026-01-06T16:00:00+00:00,149.2189,149.5568,147.9898,148.3257,347235.0,True,synthetic:ohlcv:SIM_0004:131
SIM_0005,2026-01-06T16:00:00+00:00,383.7026,385.0327,382.3688,383.6989,97407.0,True,synthetic:ohlcv:SIM_0005:132
SIM_0006,2026-01-06T16:00:00+00:00,162.0773,162.5198,161.4338,161.8758,195624.0,True,synthetic:ohlcv:SIM_0006:133
SIM_0007,2026-01-06T16:00:00+00:00,201.2693,201.703,200.9159,201.3495,268952.0,True,synthetic:ohlcv:SIM_0007:134
SIM_0008,2026-01-06T16:00:00+00:00,513.6924,518.2193,512.5139,517.033,301080.0,True,synthetic:ohlcv:SIM_0008:135
SIM_0001,2026-01-06T16:30:00+00:00,110.4891,110.6962,109.5301,109.7358,317519.0,True,synthetic:ohlcv:SIM_0001:136
SIM_0002,2026-01-06T16:30:00+00:00,216.3766,216.895,215.6571,216.175,113951.0,True,synthetic:ohlcv:SIM_0002:137
SIM_0003,2026-01-06T16:30:00+00:00,396.9055,402.1066,396.6266,401.8242,595591.0,True,synthetic:ohlcv:SIM_0003:138
SIM_0004,2026-01-06T16:30:00+00:00,148.3257,148.4788,146.5766,146.728,531038.0,True,synthetic:ohlcv:SIM_0004:139
SIM_0005,2026-01-06T16:30:00+00:00,383.6989,388.3919,382.6493,387.3324,559109.0,True,synthetic:ohlcv:SIM_0005:140
SIM_0006,2026-01-06T16:30:00+00:00,161.8758,162.0752,160.0754,160.2729,648345.0,True,synthetic:ohlcv:SIM_0006:141
SIM_0007,2026-01-06T16:30:00+00:00,201.3495,201.5869,200.9398,201.1771,168470.0,True,synthetic:ohlcv:SIM_0007:142
SIM_0008,2026-01-06T16:30:00+00:00,517.033,520.746,515.4549,519.1613,326748.0,True,synthetic:ohlcv:SIM_0008:143
SIM_0001,2026-01-06T17:00:00+00:00,109.7358,109.9824,107.6842,107.9267,509674.0,True,synthetic:ohlcv:SIM_0001:144
SIM_0002,2026-01-06T17:00:00+00:00,216.175,217.2555,215.8998,216.9794,245438.0,True,synthetic:ohlcv:SIM_0002:145
SIM_0003,2026-01-06T17:00:00+00:00,401.8242,402.4003,396.2489,396.8178,334805.0,True,synthetic:ohlcv:SIM_0003:146
SIM_0004,2026-01-06T17:00:00+00:00,146.728,147.2068,146.3363,146.8149,175014.0,True,synthetic:ohlcv:SIM_0004:147
SIM_0005,2026-01-06T17:00:00+00:00,387.3324,392.5378,386.6602,391.8578,530510.0,True,synthetic:ohlcv:SIM_0005:148
SIM_0006,2026-01-06T17:00:00+00:00,160.2729,160.5062,158.3753,158.6062,689494.0,True,synthetic:ohlcv:SIM_0006:149
SIM_0007,2026-01-06T17:00:00+00:00,201.1771,201.3604,200.5725,200.7555,351017.0,True,synthetic:ohlcv:SIM_0007:150
SIM_0008,2026-01-06T17:00:00+00:00,519.1613,523.3056,518.3523,522.4914,3886132.0,True,synthetic:ohlcv:SIM_0008:151
SIM_0001,2026-01-06T17:30:00+00:00,107.9267,108.2525,107.7804,108.1059,121622.0,True,synthetic:ohlcv:SIM_0001:152
SIM_0002,2026-01-06T17:30:00+00:00,216.9794,216.9999,216.3359,216.3564,270921.0,True,synthetic:ohlcv:SIM_0002:153
SIM_0003,2026-01-06T17:30:00+00:00,396.8178,402.6791,395.7466,401.595,321918.0,True,synthetic:ohlcv:SIM_0003:154
SIM_0004,2026-01-06T17:30:00+00:00,146.8149,148.56,146.5705,148.3131,492698.0,True,synthetic:ohlcv:SIM_0004:155
SIM_0005,2026-01-06T17:30:00+00:00,391.8578,392.8603,383.1817,384.1645,879185.0,True,synthetic:ohlcv:SIM_0005:156
SIM_0006,2026-01-06T17:30:00+00:00,158.6062,159.142,158.4435,158.979,302913.0,True,synthetic:ohlcv:SIM_0006:157
SIM_0007,2026-01-06T17:30:00+00:00,200.7555,201.2623,200.2269,200.7336,212308.0,True,synthetic:ohlcv:SIM_0007:158
SIM_0008,2026-01-06T17:30:00+00:00,522.4914,523.6583,519.2158,520.378,302838.0,True,synthetic:ohlcv:SIM_0008:159
SIM_0001,2026-01-06T18:00:00+00:00,108.1059,108.9044,107.7469,108.5439,219997.0,True,synthetic:ohlcv:SIM_0001:160
SIM_0002,2026-01-06T18:00:00+00:00,216.3564,216.7356,215.7917,216.1706,85168.0,True,synthetic:ohlcv:SIM_0002:161
SIM_0003,2026-01-06T18:00:00+00:00,401.595,405.7569,400.4481,404.6014,275310.0,True,synthetic:ohlcv:SIM_0003:162
SIM_0004,2026-01-06T18:00:00+00:00,148.3131,148.8207,148.1318,148.639,193181.0,True,synthetic:ohlcv:SIM_0004:163
SIM_0005,2026-01-06T18:00:00+00:00,384.1645,385.4494,381.7538,383.0349,326672.0,True,synthetic:ohlcv:SIM_0005:164
SIM_0006,2026-01-06T18:00:00+00:00,158.979,158.9906,156.5935,156.605,2450744.0,True,synthetic:ohlcv:SIM_0006:165
SIM_0007,2026-01-06T18:00:00+00:00,200.7336,201.2897,200.232,200.7879,173630.0,True,synthetic:ohlcv:SIM_0007:166
SIM_0008,2026-01-06T18:00:00+00:00,520.378,521.9434,518.4187,519.9829,264424.0,True,synthetic:ohlcv:SIM_0008:167
SIM_0001,2026-01-06T18:30:00+00:00,108.5439,108.8671,107.0112,107.3309,386340.0,True,synthetic:ohlcv:SIM_0001:168
SIM_0002,2026-01-06T18:30:00+00:00,216.1706,216.7784,214.3543,214.9586,242681.0,True,synthetic:ohlcv:SIM_0002:169
SIM_0003,2026-01-06T18:30:00+00:00,404.6014,405.7132,403.9666,405.0776,103502.0,True,synthetic:ohlcv:SIM_0003:170
SIM_0004,2026-01-06T18:30:00+00:00,148.639,151.8055,148.1874,151.3456,681201.0,True,synthetic:ohlcv:SIM_0004:171
SIM_0005,2026-01-06T18:30:00+00:00,383.0349,385.5001,382.5211,384.9836,449335.0,True,synthetic:ohlcv:SIM_0005:172
SIM_0006,2026-01-06T18:30:00+00:00,156.605,161.9284,156.4841,161.8035,877698.0,True,synthetic:ohlcv:SIM_0006:173
SIM_0007,2026-01-06T18:30:00+00:00,200.7879,201.1615,200.0259,200.3987,342633.0,True,synthetic:ohlcv:SIM_0007:174
SIM_0008,2026-01-06T18:30:00+00:00,519.9829,521.3602,518.2024,519.5786,736394.0,True,synthetic:ohlcv:SIM_0008:175
SIM_0001,2026-01-06T19:00:00+00:00,107.3309,108.4171,107.1128,108.1973,235380.0,True,synthetic:ohlcv:SIM_0001:176
SIM_0002,2026-01-06T19:00:00+00:00,214.9586,216.7987,214.3754,216.212,400869.0,True,synthetic:ohlcv:SIM_0002:177
SIM_0003,2026-01-06T19:00:00+00:00,405.0776,405.8783,399.6649,400.4564,465400.0,True,synthetic:ohlcv:SIM_0003:178
SIM_0004,2026-01-06T19:00:00+00:00,151.3456,151.5383,150.9102,151.1026,198789.0,True,synthetic:ohlcv:SIM_0004:179
SIM_0005,2026-01-06T19:00:00+00:00,384.9836,387.2031,384.5525,386.77,203167.0,True,synthetic:ohlcv:SIM_0005:180
SIM_0006,2026-01-06T19:00:00+00:00,161.8035,162.2846,161.3579,161.8388,117997.0,True,synthetic:ohlcv:SIM_0006:181
SIM_0007,2026-01-06T19:00:00+00:00,200.3987,200.5427,199.9936,200.1375,153322.0,True,synthetic:ohlcv:SIM_0007:182
SIM_0008,2026-01-06T19:00:00+00:00,519.5786,520.6906,518.7036,519.8152,230668.0,True,synthetic:ohlcv:SIM_0008:183
SIM_0001,2026-01-06T19:30:00+00:00,108.1973,108.359,107.5934,107.7544,155826.0,True,synthetic:ohlcv:SIM_0001:184
SIM_0002,2026-01-06T19:30:00+00:00,216.212,218.592,215.1737,217.5473,418599.0,True,synthetic:ohlcv:SIM_0002:185
SIM_0003,2026-01-06T19:30:00+00:00,400.4564,406.1851,398.8989,404.6114,456627.0,True,synthetic:ohlcv:SIM_0003:186
SIM_0004,2026-01-06T19:30:00+00:00,151.1026,151.5223,151.0834,151.5031,184250.0,True,synthetic:ohlcv:SIM_0004:187
SIM_0005,2026-01-06T19:30:00+00:00,386.77,387.6251,379.8159,380.6575,520849.0,True,synthetic:ohlcv:SIM_0005:188
SIM_0006,2026-01-06T19:30:00+00:00,161.8388,162.168,158.4211,158.744,985514.0,True,synthetic:ohlcv:SIM_0006:189
SIM_0007,2026-01-06T19:30:00+00:00,200.1375,200.9401,199.6845,200.4863,179927.0,True,synthetic:ohlcv:SIM_0007:190
SIM_0008,2026-01-06T19:30:00+00:00,519.8152,520.1137,517.7282,518.0257,237591.0,True,synthetic:ohlcv:SIM_0008:191
SIM_0001,2026-01-06T20:00:00+00:00,107.7544,108.3261,107.492,108.063,224677.0,True,synthetic:ohlcv:SIM_0001:192
SIM_0002,2026-01-06T20:00:00+00:00,217.5473,219.5313,216.8688,218.8488,382419.0,True,synthetic:ohlcv:SIM_0002:193
SIM_0003,2026-01-06T20:00:00+00:00,404.6114,405.1824,403.9903,404.5613,137449.0,True,synthetic:ohlcv:SIM_0003:194
SIM_0004,2026-01-06T20:00:00+00:00,151.5031,151.9013,150.8926,151.2903,139503.0,True,synthetic:ohlcv:SIM_0004:195
SIM_0005,2026-01-06T20:00:00+00:00,380.6575,382.6955,380.1071,382.1429,209396.0,True,synthetic:ohlcv:SIM_0005:196
