ticker,as_of,open,high,low,close,volume,synthetic,source_id
SIM_D,2026-01-05T16:30:00+00:00,45.1124,45.1929,44.8581,44.9261,221777.0,True,synthetic:ohlcv:SIM_D:123
SIM_E,2026-01-05T16:30:00+00:00,80.3711,80.517,79.6818,79.7635,299556.0,True,synthetic:ohlcv:SIM_E:124
SIM_A,2026-01-05T16:35:00+00:00,250.785,251.8193,250.4121,251.7568,173626.0,True,synthetic:ohlcv:SIM_A:125
SIM_B,2026-01-05T16:35:00+00:00,276.9497,277.294,274.9175,275.3201,231138.0,True,synthetic:ohlcv:SIM_B:126
SIM_C,2026-01-05T16:35:00+00:00,250.11,250.6182,247.4263,247.8875,301661.0,True,synthetic:ohlcv:SIM_C:127
SIM_D,2026-01-05T16:35:00+00:00,44.9261,45.1362,44.8795,45.0569,196418.0,True,synthetic:ohlcv:SIM_D:128
SIM_E,2026-01-05T16:35:00+00:00,79.7635,79.9118,79.0135,79.1965,286995.0,True,synthetic:ohlcv:SIM_E:129
SIM_A,2026-01-05T16:40:00+00:00,251.7568,252.525,251.4537,252.3191,142424.0,True,synthetic:ohlcv:SIM_A:130
SIM_B,2026-01-05T16:40:00+00:00,275.3201,277.2037,274.8675,276.7265,208320.0,True,synthetic:ohlcv:SIM_B:131
SIM_C,2026-01-05T16:40:00+00:00,247.8875,249.2903,247.5443,248.8612,194545.0,True,synthetic:ohlcv:SIM_C:132
SIM_D,2026-01-05T16:40:00+00:00,45.0569,45.4148,44.9691,45.2836,227584.0,True,synthetic:ohlcv:SIM_D:133
SIM_E,2026-01-05T16:40:00+00:00,79.1965,79.3677,78.9872,79.1179,169740.0,True,synthetic:ohlcv:SIM_E:134
SIM_A,2026-01-05T16:45:00+00:00,252.3191,253.9657,251.633,253.7092,192012.0,True,synthetic:ohlcv:SIM_A:135
SIM_B,2026-01-05T16:45:00+00:00,276.7265,276.976,275.8357,276.0715,143372.0,True,synthetic:ohlcv:SIM_B:136
SIM_C,2026-01-05T16:45:00+00:00,248.8612,249.1525,248.5805,249.06,133091.0,True,synthetic:ohlcv:SIM_C:137
SIM_D,2026-01-05T16:45:00+00:00,45.2836,45.5698,45.2098,45.4485,215636.0,True,synthetic:ohlcv:SIM_D:138
SIM_E,2026-01-05T16:45:00+00:00,79.1179,79.4003,78.9705,79.3865,227413.0,True,synthetic:ohlcv:SIM_E:139
SIM_A,2026-01-05T16:50:00+00:00,253.7092,253.9892,253.5107,253.529,113561.0,True,synthetic:ohlcv:SIM_A:140
SIM_B,2026-01-05T16:50:00+00:00,276.0715,276.7458,275.4828,276.4275,134747.0,True,synthetic:ohlcv:SIM_B:141
SIM_C,2026-01-05T16:50:00+00:00,249.06,250.1095,248.466,249.6627,163192.0,True,synthetic:ohlcv:SIM_C:142
SIM_D,2026-01-05T16:50:00+00:00,45.4485,45.6379,45.3931,45.547,177916.0,True,synthetic:ohlcv:SIM_D:143
SIM_E,2026-01-05T16:50:00+00:00,79.3865,79.7095,79.3033,79.5198,185588.0,True,synthetic:ohlcv:SIM_E:144
SIM_A,2026-01-05T16:55:00+00:00,253.529,254.7268,253.2835,253.9846,121987.0,True,synthetic:ohlcv:SIM_A:145
SIM_B,2026-01-05T16:55:00+00:00,276.4275,276.9699,275.4084,275.9356,147888.0,True,synthetic:ohlcv:SIM_B:146
SIM_C,2026-01-05T16:55:00+00:00,249.6627,250.102,248.7706,249.1538,158232.0,True,synthetic:ohlcv:SIM_C:147
SIM_D,2026-01-05T16:55:00+00:00,45.547,45.6472,45.417,45.5681,152364.0,True,synthetic:ohlcv:SIM_D:148
SIM_E,2026-01-05T16:55:00+00:00,79.5198,79.6478,79.2204,79.416,169556.0,True,synthetic:ohlcv:SIM_E:149
SIM_A,2026-01-05T17:00:00+00:00,253.9846,255.4992,253.9541,255.4795,210617.0,True,synthetic:ohlcv:SIM_A:150
SIM_B,2026-01-05T17:00:00+00:00,275.9356,276.6524,275.5854,276.2908,137942.0,True,synthetic:ohlcv:SIM_B:151
SIM_C,2026-01-05T17:00:00+00:00,249.1538,249.6792,248.3277,248.6436,170410.0,True,synthetic:ohlcv:SIM_C:152
SIM_D,2026-01-05T17:00:00+00:00,45.5681,45.6998,45.528,45.6023,149908.0,True,synthetic:ohlcv:SIM_D:153
SIM_E,2026-01-05T17:00:00+00:00,79.416,79.5463,79.2677,79.543,186367.0,True,synthetic:ohlcv:SIM_E:154
SIM_A,2026-01-05T17:05:00+00:00,255.4795,256.0984,254.8903,255.8101,116368.0,True,synthetic:ohlcv:SIM_A:155
SIM_B,2026-01-05T17:05:00+00:00,276.2908,278.2653,275.9085,277.9333,226001.0,True,synthetic:ohlcv:SIM_B:156
SIM_C,2026-01-05T17:05:00+00:00,248.6436,249.952,248.0273,249.451,178417.0,True,synthetic:ohlcv:SIM_C:157
SIM_D,2026-01-05T17:05:00+00:00,45.6023,45.6101,45.3858,45.4138,218978.0,True,synthetic:ohlcv:SIM_D:158
SIM_E,2026-01-05T17:05:00+00:00,79.543,79.7754,79.4518,79.6659,182875.0,True,synthetic:ohlcv:SIM_E:159
SIM_A,2026-01-05T17:10:00+00:00,255.8101,256.9676,255.4547,256.5979,143053.0,True,synthetic:ohlcv:SIM_A:160
SIM_B,2026-01-05T17:10:00+00:00,277.9333,278.5159,277.5859,278.3556,138170.0,True,synthetic:ohlcv:SIM_B:161
SIM_C,2026-01-05T17:10:00+00:00,249.451,250.2289,248.8986,250.0562,176583.0,True,synthetic:ohlcv:SIM_C:162
SIM_D,2026-01-05T17:10:00+00:00,45.4138,45.6834,45.3356,45.5661,203892.0,True,synthetic:ohlcv:SIM_D:163
SIM_E,2026-01-05T17:10:00+00:00,79.6659,79.7004,79.2878,79.3634,226159.0,True,synthetic:ohlcv:SIM_E:164
SIM_A,2026-01-05T17:15:00+00:00,256.5979,258.3869,256.4333,257.8233,187523.0,True,synthetic:ohlcv:SIM_A:165
SIM_B,2026-01-05T17:15:00+00:00,278.3556,278.8003,277.6544,278.3011,115372.0,True,synthetic:ohlcv:SIM_B:166
SIM_C,2026-01-05T17:15:00+00:00,250.0562,251.6377,249.598,251.2166,202918.0,True,synthetic:ohlcv:SIM_C:167
SIM_D,2026-01-05T17:15:00+00:00,45.5661,45.6946,45.4835,45.5937,147496.0,True,synthetic:ohlcv:SIM_D:168
SIM_E,2026-01-05T17:15:00+00:00,79.3634,79.5823,78.9895,79.1377,213559.0,True,synthetic:ohlcv:SIM_E:169
SIM_A,2026-01-05T17:20:00+00:00,257.8233,258.5993,257.1799,258.4261,139052.0,True,synthetic:ohlcv:SIM_A:170
SIM_B,2026-01-05T17:20:00+00:00,278.3011,279.8464,277.8718,279.3912,187895.0,True,synthetic:ohlcv:SIM_B:171
SIM_C,2026-01-05T17:20:00+00:00,251.2166,251.6082,249.0211,249.5252,246842.0,True,synthetic:ohlcv:SIM_C:172
SIM_D,2026-01-05T17:20:00+00:00,45.5937,45.694,45.1781,45.279,279212.0,True,synthetic:ohlcv:SIM_D:173
SIM_E,2026-01-05T17:20:00+00:00,79.1377,79.5793,79.0368,79.4962,240485.0,True,synthetic:ohlcv:SIM_E:174
SIM_A,2026-01-05T17:25:00+00:00,258.4261,259.0181,256.5774,256.8447,205805.0,True,synthetic:ohlcv:SIM_A:175
SIM_B,2026-01-05T17:25:00+00:00,279.3912,279.8949,278.589,279.098,131594.0,True,synthetic:ohlcv:SIM_B:176
SIM_C,2026-01-05T17:25:00+00:00,249.5252,250.0766,248.9979,249.463,119319.0,True,synthetic:ohlcv:SIM_C:177
SIM_D,2026-01-05T17:25:00+00:00,45.279,45.4062,44.8367,44.95,272603.0,True,synthetic:ohlcv:SIM_D:178
SIM_E,2026-01-05T17:25:00+00:00,79.4962,79.8578,79.4562,79.7922,215338.0,True,synthetic:ohlcv:SIM_E:179
SIM_A,2026-01-05T17:30:00+00:00,256.8447,257.4475,256.363,257.244,129449.0,True,synthetic:ohlcv:SIM_A:180
SIM_B,2026-01-05T17:30:00+00:00,279.098,281.2304,278.9953,280.9013,242350.0,True,synthetic:ohlcv:SIM_B:181
SIM_C,2026-01-05T17:30:00+00:00,249.463,249.9944,249.3027,249.7603,135520.0,True,synthetic:ohlcv:SIM_C:182
SIM_D,2026-01-05T17:30:00+00:00,44.95,44.9774,44.7773,44.8047,200378.0,True,synthetic:ohlcv:SIM_D:183
SIM_E,2026-01-05T17:30:00+00:00,79.7922,80.0822,79.6373,79.9467,197840.0,True,synthetic:ohlcv:SIM_E:184
SIM_A,2026-01-05T17:35:00+00:00,257.244,257.4412,256.5229,256.8754,119469.0,True,synthetic:ohlcv:SIM_A:185
SIM_B,2026-01-05T17:35:00+00:00,280.9013,281.5577,279.7207,280.2564,152927.0,True,synthetic:ohlcv:SIM_B:186
SIM_C,2026-01-05T17:35:00+00:00,249.7603,251.2979,249.5838,250.7547,207103.0,True,synthetic:ohlcv:SIM_C:187
SIM_D,2026-01-05T17:35:00+00:00,44.8047,45.0814,44.7606,45.0692,248077.0,True,synthetic:ohlcv:SIM_D:188
SIM_E,2026-01-05T17:35:00+00:00,79.9467,80.0485,79.7369,79.8293,178248.0,True,synthetic:ohlcv:SIM_E:189
SIM_A,2026-01-05T17:40:00+00:00,256.8754,257.077,256.2436,256.747,99012.0,True,synthetic:ohlcv:SIM_A:190
SIM_B,2026-01-05T17:40:00+00:00,280.2564,280.7304,279.7308,280.3452,101593.0,True,synthetic:ohlcv:SIM_B:191
SIM_C,2026-01-05T17:40:00+00:00,250.7547,251.1871,250.3479,250.7997,115334.0,True,synthetic:ohlcv:SIM_C:192
SIM_D,2026-01-05T17:40:00+00:00,45.0692,45.1689,44.7849,44.8641,227812.0,True,synthetic:ohlcv:SIM_D:193
SIM_E,2026-01-05T17:40:00+00:00,79.8293,79.9168,79.2265,79.3087,273303.0,True,synthetic:ohlcv:SIM_E:194
SIM_A,2026-01-05T17:45:00+00:00,256.747,257.433,256.0905,257.2554,138922.0,True,synthetic:ohlcv:SIM_A:195
SIM_B,2026-01-05T17:45:00+00:00,280.3452,280.3751,279.8332,279.8889,136485.0,True,synthetic:ohlcv:SIM_B:196
SIM_C,2026-01-05T17:45:00+00:00,250.7997,251.1244,249.5383,250.1493,167774.0,True,synthetic:ohlcv:SIM_C:197
SIM_D,2026-01-05T17:45:00+00:00,44.8641,44.9171,44.442,44.4874,304097.0,True,synthetic:ohlcv:SIM_D:198
SIM_E,2026-01-05T17:45:00+00:00,79.3087,79.4942,78.9668,79.1301,185383.0,True,synthetic:ohlcv:SIM_E:199
SIM_A,2026-01-05T17:50:00+00:00,257.2554,257.9911,256.739,257.4751,106777.0,True,synthetic:ohlcv:SIM_A:200
SIM_B,2026-01-05T17:50:00+00:00,279.8889,280.0899,278.7517,279.4255,145830.0,True,synthetic:ohlcv:SIM_B:201
SIM_C,2026-01-05T17:50:00+00:00,250.1493,250.5577,249.7196,250.3148,124485.0,True,synthetic:ohlcv:SIM_C:202
